sentiment,text
1,upthisway thanks for your company thiswayup team  love your cheerful wee programme on a rainy winter saturday 
0,soccerjunkii mad ur  miles away 
1,you dont have to be a member to leave me a comment   
0,davidarchie wish i were there really want to come 
0,gettin me some eats i have no stories to tell today 
1,just to clarify no not noahs ark arkansas headed to the big little rock 
1,haunted mansion time again 
1,aravindjose have a nice and safe journey dude and do tag all such tweets with bck makes it easy for us not attending types  track 
1,studying and watching kuwtk   kimkardashian  thanks kim lt i love yall
0,rachelsuzannee its awful i really think hope is lost though   im just really wishing that im wrong
1,missphotogenic same here lol twittering amp watch video on youtube  well just try to find something to get the boredom away lol
0,badarahmed lmaoi think the way paks playing just saved meloli hope they do wellbut oh no one down 
0,molly i bet mine would be tim mcgraw 
0,well im just a bit over halfway   no gusto
0,tommcfly hahah  have a great show tonight i know you will tho hope to see you soon 
0,callmegoddess im going to bed soon and i shouldnt have eaten that chicken im getting fat in the stomach area 
0,damn i just went off at the people at taco hell bcuz i was hungry and theyre quotopen hrsquotbut wouldnt acknowledge me at the window 
0,iamdiddy i dont have an iphone 
1,xxmarypoppinsxx thanks ive got a holiday in a few weeks and also more concerts to look forward to 
0,having problems with graphic card 
0,going home today  my plane lands in tampa at  pm
1,gadgetguy that sounds like a corollary to murphys law 
1,thulikesclothes not sure on that one do i get the job 
0,just want to fly to moon and stay for a while clear my head living on earth isnt all its cracked up to be 
0,elcobra yeah tales from the thousand lakes it aint 
1,i love inviting other couples over for supper always interesting  could chat for days with some people fb
1,tinyblob nah only had blows to the arms 
0,sad little freddy kruger got put down today 
0,am im awake like clock work why  headed home hopefully my bed will help me sleeeeeplt
0,is awake and my neck is hurting 
1,june  birthdays  tom jones welsh singer its not unusual last bday for today   
1,ashjolliffe thats awsome thanks and night 
0,blindcripple only a week it went very fast 
1,gunna be up and at em real early tomorow  texas here i come youv never seen anything like me you cant get like me 
1,  my new hair cut one side of it 
0,already shaking from too much caffeine  at edmonds beach thinking and reading
0,dorkmuffine lmfaooo me too girl the shit i see in this place oh amp i miss bp too  i should text her
1,culpeperherbs thanks for the greywater link very interesting  my friends think im strange taking my watering can into the shower 
1,have a freaking good friday nite peeps esp justads pottymouthmama and techno wiz today  dzgraphicdesignand dhughesy  will they
0,sodalys kitten is very sickthink good thoughts fro her and cole while they wait at the vets 
0,is dealing with the fact that sometimes upholding the law does more damage than good  
1,rustyrockets hope ur having fun in sunny la woo bday boy mozxxmuch love plz make my day with a reply 
1,that was a good one earthquake fun 
1,girlwithnoname i forgot twitter was going down for a bit  i was wondering why my ipod app was not working lol  thanks  the reminder
1,mileycyrus what is your biiiiiggggg announcement it prob aint  where you are but its  where i am 
0,pensblogtweet i know i can barely stand to watch it i really dont want a repeat of last year 
1,mennard its because i put radio  on by mistakeill have a cup of tea and a shower then im sure all will fine and dandy thanks 
1,wilburwong yessir boss looking up the instructions now how to take video 
1,agentm good boywas it spoon fed to youyou need to try eggnog now thats for real men 
0,elizamanson bahaa id rofl if their kids turned out fugly but i doubt it 
0,farrah fawcett just passed away 
1,kiotti hard worker i thought the mixtape is done when do i get mine you no i love your music 
1,listening to sunsets and sushi it takes me there 
0,hoping i can run  miles in the morning although im still ridiculously sore from my first bootcamp experience 
0,melissah ohthis is so sadwe are so poor 
0,kremepuffi thank youmy teddy bear is sad i dont even think fish would cheer me up 
0,marshae and popmusic naw i was just playing i just hate gettin up early  my kids are  and  so its too young  lmao
0,want frozen yogurt 
1,quotno grave gonna hold my spirit down aint no grave hold my spirit downquot 
1,torontogardens do you do a daily mugshot send it to me so i can fave u and thanks for the rec 
0,joellugar that sucks 
1,i over heated its a sigh from god that i should go to bed goodnight all 
0,ew i need to go cover vip 
1,brokenvibes lolit is brilliantespecially the lawyerbest friend dude lol 
1,watching  insideobamawh after seeing the grease stains on the food bags cindi doesnt want me eating at five guys and a burger 
0,fuckbetty i cnt ride a bike  i feel you 
0,danwarp   i cant c it 
1,toitokyo hi benita just wanted to say hi nongling told me about you im familar with quotcreative scoringquot sounds like my golf game 
0,animalhouse i cant pick 
0,house closing was delayed 
1,ahmedzainal thanks man off course friends  good 
1,lisalavie i just woke up and watched your cover of hush hush what a great way to start my day 
0,morning up for school 
1,my sleeping beauties  i love my grads 
1,nicpic lol nicoitsneet wat about u wat do u study sevgli do u like ur job  sounds secretive shut me up anytime k lol
0,  this remote control lowers my iq hahaha srsly  via thevenomousone
0,was watching intervention cryin my eyes out cuz it reminded me of someone in my family i love dearly 
1,mileycyrus good luck at the mtv awards kid 
1,st summer weekandpartyworkbaseballmoviesworkdouble header game lay down  pretty busy weekand thats how i roll
1,vegaskim hope you enjoy your time back in vegas  days from now have a great morning 
0,forgetting the time need to go hurry up damm why do al the sundays go so fast 
1,jannagae woe is us huh im looking forward to a saturday nap at some point fingers crossed feel better 
1,sooooooo happy things are going really good atm spent the day with daniel  sam and peeepz it was good as cant wait for tommorow 
1,highpriestess  hope the shirt fits well on you post a pic 
0,procrastinating needs to end and review writing needs to begin ugh 
1,sherrieshepherd twitter is no excuse to act that way and i doubt any of them would say it to your face how is your baby feeling 
1,fallsvillager yes i saw the other day when m posted you know i am a dedicated bampg peson 
1,cremeoreo well right now im going to sleep is  am here xd but everything is cool with my life with the school church and dance 
1,feepup death oh no i mean cake jeff vader 
1,xiahime good luck with your exam im sure youll do great 
1,just got back from my cousins game which i didnt watch but instead stayed at apyangs house haha im a baaad cousin 
0,thelane will do my best lol  have to get up at am tomorrow as i have to be at work at  and it takes  hrs to get there 
0,going back to work 
0,im up way to late to be working for a client  am  fb
0,awww decent movie i didnt cry but it is kinda sad 
1,  yeah found a mcdonald 
1,asprott the im up but im going to lay in bed for another hour kind of up  thats where im at in my day 
1,new alex and bryan show  hopefully in high quality soon 
1,mistermodular good then quotearthquot will do that for us  either that or quothannah montannaquot lol 
1,with mah girls 
0,is studying  but only three more half days of school 
0,im sooo tired seriously lack of slp brain cells are working nonstop everyday 
1,thanks guys have a good weekend  mastercelo  sandraew  from marilovisky  
0,well i tried acrylic nailsthen one was cracked another was fallin off so ya i took them all off amp def just got them on today  aw well
0,my son went to summer camp for a week im so sad 
0,sad because no i have no one confused because im not sure if it really was commitment issues or just issues with me guess me 
0,needing coffee and no time to stop 
0,i loveee jayde nicole it was so cooling seeing her in personn to badd we couldnt chatt 
0,oh my goodness  apparently the hannah montana season  will be the last one 
0,year one starts tomorrow i want to see it tomorrow but i wont  
0,missed the phone call 
1,sexyseo i say the say dannysullivan made the word quotseoquot we should definitely have a holiday 
1,anyways headed to the pool 
0,everyone makes mistakes but not everyone should have to know that you did 
1,vodafonenz vodafonenz hey thats my catapult fletchvaughan could do no end of damage with that 
1,cirkusmike yay saw circusoz at the southbank maybe four years ago with the flying chickens really inspirational  back to the uk soon
1,youngq  i am being very very bad i looked on utubei am in major love with this tour chicago is waiting     love you
0,time to clear out the garage its soooo full of rubish 
1,yessipezz well i wish you luck yessi 
0,if you texted me within the past five hours sorry my phone died  no texts or tweets came through reviving it now try me in  minutes
1,djmlk we should everybody knw u as mlk but i knw u as todd 
1,qareena hmmyeah that sounds goodwe could do that inshaallah 
1,artcon   awesomeeeeee 
1,kellyshibari tetris is to jigsaw puzzles like orgies are to sex happy tetris bday 
1,rbuerckner symbology is literally the study of symbols i still think were talking symbolism or symbolic representation here 
1,now its on repeat 
0,has diarrhea  now i cant play with the  incher anymore  
0,hot hot hotttttttttt and im not talking abt babes how sad 
1,video chat again 
0,meloxmarvels ahhh parking tickets suck  ive had two before as if they dont get enough money out of us
0,omg twitter wont let me use any of my good pics  
1,azndragon me too i cant wait 
0,i wish i could go to the jonas brother concert saturday 
0,chrishasboobs hey whats been up latley chrisy you havent twittering that much 
0,prettysprinkles well for my littleun it was really quick to work 
0,  pwned by a halo pro 
0,horrible headache 
1,my demolished waffle from the waffle house and michaels sad sad half eaten one they were chocolate chip  pic 
1,artgaragesale or happy friday for me 
1,jasonbuck any time 
0,xmollieannx i dont know if i like mine yet i want my brown back so bad  doesnt help that my hair is uneven
0,siza  chocolatecoke lol  my mom would kill me if i have that for breakfast i cant eat is late  ill feel really bad later haha
0,is a lil worried about pea 
0,crunchyk its awful and they are saying answers may be a long time coming 
1,i am feeling beautiful today 
0,today gonna suck my eyes keep watering coz i miss him so much 
0,what the fuck i just found a tick on my hoodie 
0,need a new phone mine died 
1,taracee dont know if ed greene will use them but i emailed your video to him 
0,nicachelle  sry for that i just never see or hear from you  plus i havent been to bio for min i kno shame
0,didnt go to the parade  oh well
0,now i have  hours of updating to look forward to 
0,dunno what to do 
0,yeaaa i want quotcookies n creamquotin theory but i actually wanna go the ja for some quotdevon stoutquotomggg i wud die its the bestest ever 
0,natters id come up but ive pretty much lost my voice by now 
0,new chess game on our computer havent played in about  yrs big mistake went down in flames 
1,hi everyone  didnt go to the school got other things to do  but why is it raining
1,brazilian championship  sao paulo  cruzeiro  sao paulo is the best 
1,smmoskal i am the devil 
1,billybofh think this could be a good idea next time we have quotgroup therapyquot at contrast 
1,totalgirlph hey tg i texted you and hope youve posted it on your june issue ill buy it probably tomorrow 
1,is up bumping jayz on repeat death of autotune ya heard brooklyn we go hard ha ha just had my yankee moment 
1,kalpenn thank you kal youre great good luck on everything that youll do 
1,ssisch hmmm sisch amp sound design so when you say soon you mean weeks 
1,cute and silly faces always make me fall 
0,its  degrees in the middle of june what 
1,it is too gorgeous outside to work so i decided to postpone and head to the hike as a family 
1,jessrocks youre so luckyy  have an awesome time  x
1,wwwlivedfizzycom lt live come check it out 
0,nieces and nephew are away having a blastshort holiday in malaysia i miss them 
0,my head hurts 
1,morkuma thats how i generally think of you 
1,kylepetty  clears throat happy birthday to you happy birthday to you  happy birthday dear kyle  happy birthday to you 
1,the hood is good thanks norbridge  i have split artists into usa and international and added a few more people around the place 
1,pix ftw  denugging amp logging so much more efficient 
0,awake because of horrible leg cramps and even worse dreams 
1,jodymoon i can do a great purr prrrrrrrrrrrrrr see  
1,yetzielovesvfc haha i just now saw ur  reply  haha thanx lol i love  ya twin
1,just testing 
1,snarkle thanks   do you know much about the iinet naked dsl plans with voip
1,night world see you in the morning i cant wait 
0,mg i slept all day haha nw im in pierre waitin in the heat  play i miss evan 
1,karaswisher definition of productive that elusive thing we try to be in between procrastinating 
0,ddcash unfortunately no chamios  thought i could get away without it for a bit but its clear i need to get one stat
1,what are everyone giong to do today 
0,it looks rainy out  i hate it i wanna go to the beach berrrybear we should go to beaver island soon
0,lt is freaking out about flying tomorrow 
1,tahitianmom saying ive been exclusionary lately maybe 
1,chuinavarro woow qe padreee  saludoos a patryy
0,haleymc but where 
1,jonasbrothers i cant wait for ur paranoid music video  i love you guys lt
0,really good site for texting lingoi feel old    
0,jenmcj will check it out just want a couple to read while away new one at liquid silver just some good readsread some rubbish lately 
0,today is due dayno baby and no sign of him  hubby is off to work tomorow i bet i go into labour as soon as i cant contact him
0,chest is getting worse  x
1,it andyhurleyday tomorrow ppl what you gonna do about it 
1,less than  hours away for tip off lets go lakers happy bday to melo but lakers gonna give him an early vacation with a win tonight 
0,bowl full of bubbakush and kif  yaaay  mebbe make a lil hash tonight and i mean a lil 
0,sigh i broke the internet sorry 
0,jazzstixx  versionsahhh sounds like heaven he was here in boston a few months back but i had a gig and couldnt go  hes a must see
0,kaydenkross the voicemail warning never seems to work does itpeople still get mad at me too when i dont return thier calls 
0,i miss my display picture  a blank box just isnt the same 
0,im going to clean my room and its gna take me all day no its not that messydirty im jus gna rearrange things lke takin down posters 
0,ready for army wives to start been watching since first season and love it spending the nite w my grandma tonitemiss my lil man 
0,developing an application for mobile devices with jsfseam but wo richfacespocket ie seems to dumb 
0,pissed the nuggs lost lakers are dicks if your up by more than  and leave your starters in your a dick 
0,i think i may have to conform to society and get a day job for the next two months or so 
0,dont feel like waking up at  am tomorrow  i suppose its time for sleep night all lt
1,is od sleepy getting ready for bed early todayy 
0,bifferlicious awww  hugs are you going to be getting a phone
1,shwn bleeeeeekkhhhh peace  
0,going to go get to work finally ran errands and cleaned all day 
0,msamandajolynn yo i didnt see ur tweet till now  boo hoo
0,is sun burnt  but has had a lovely day
1,shooting a wedding today  yay 
0,cathrintheo i misss you 
0,ugh one of the functions in my program is wrong    got to try and fix it  sob
1,danielbowen no because that would be too easy 
0,i miss my marshmallow mama that sits upstairs 
0,repinging unreal why cant i get my brain to shut up      shoot it in the face
1,blueflameit i wish they are all ex red arrows and i have had the privilege of flying with them  
0,i just ate my lunch now my stomach hurts  i can never please it can i 
0,getting ready for the last full day of school this is going to be a sad week 
0,working on plan b nolonger at home next week off to londonish instead spending my birthday on my own in a sad hotel 
1,gonna go shower amp sleep  night lovess lt
0,hating the fact that so called quotfansquot are constantly hating on kevin  wake up people he is completely amp utterly gorgeous amp amazing   kj
1,crashtestmommy never had one of those  you guys are not supported my never eat sugar ever again mandate  
1,superstarinc okkkk well weew supposed  be friends amp i would have known that if u hollad at a sister from time  time smh 
1,erikblumenfeld oops meiko wont let ya down i promise 
1,theellenshow hi 
0,emilyxxx yeah  i mean just my luck was a starting point for yanks and as soon as they became known mcfly had already gone home   xx
0,trawling the online job ads 
1,rockstaratheart good night 
1,lambdangerzone folish me its been done recorded and podcasted haha listen 
0,the dish soap is making my arms break out in a rash again   shit
1,st day off in  weeks and i waste it in bed time to kick my butt amp go sort my horse out 
1,things that rhyme with orange 
1,hopes this is a good weekend like the last two 
0,charsos i been listening to it all morning 
0,therealbanner  hi  i want to be followed on here by you too can you follow me pretty please  with low dieting sugar on top
1,super busy summer social schedule   loving it  and excited for patrick to arrive tomorrow even though ill be working 
1,emony rivier shunning on multiple platforms is so fulfilling amp riv no one is as witty amp engaging as misha  
1,when you go round to a girls house check the remote for batteries 
0,toongen noo  i just went to it and it said embedding disabled by request  
1,note to self thou shalt not tweet and drive  it was a red light i swear
0,cannot be assed to dry my hair im sooo tired from going out last night  need to be in town in like an hour ahh
1,therealedjones not so good in english shortiesbut i think you meen whats up am i right im up anywaynot down 
1,psst guys you should all use prizerebel too d free stuffawsum direct message me if you need tips  
1,  ai yai capn me amp flower tryin reinact a missy video  we supa dupa fly
0,its time to go at my bedim sad because i cant have the cd of the jb  goodbye for all of you jb miley demi and sel youre the best
0,jandjacres cammie mrsmeganc no its not rightit is so wrongi would never have expected it 
0,ddlovato good luck demi i wish i could go but i couldnt get tickets   
0,so tired  and is monday
0,how am i supposed to get over a past like that 
0,meredithxx i agree 
1,lilyenc  yeah itd be great oh ive been itching to find booksactually want to come with me when are you free next week
0,talamobley ohhh  i get it now  sighs what am i gonna do after  the th when your gone 
0,no homework done this weekend 
0,i miss research sigh 
0,just saw quotthe hangoverquot wjimmyit was hilarious but the movie theater air made my cough amp cough amp cough 
1,good morning on the first day of june  
0,michelleyb cookeee cant train tomorrow  are you going to training
0,  we never was children 
1,musefan yeh hes defo missing out hun  colin get some muse on 
0,evilgumbo tbh i dont pay much attention  very much into codsocom games also trialling the online drakes thing at mo like that 
1,its friday 
0,my baby was so drunk i brought her home for an hour to pass out then carried her to the car 
0,got ice cream on my phone 
1,libbyoliver awe youre going to make my blush 
0,ugh mom always gets the shit end of luck 
0,love this cute little sundress im wearing wish we could wear our own clothes for exams 
1,joek heythe answers yes were finally here at the same time 
0,so im stupid sick right now amp i gotta go to work ayee  on a lighter note i figure my phone out amp made it stop saying quotcall fromquot 
1,mkeguy thank you  have a great weekend
0,cant access uspscom apo customs forms to mail my military care packages guess ill have to stand in line and fill them out 
0,one week until race for the cure please donate if youre able  and wish me luck on my  mile training run tomorrow 
0,back hurts  got a new dress to wear to my sisters graduation next week 
0,tonights lofnotc seems like it was fucking epic i am sorry i missed out kind of  i was out having a life  booo
1,gloryw  its a ham radio repeater that me and apt use to talk to each other  no one else seems to understands but me and him do d
0,boooooored had about  cans of redbull i cant sleep  im cold aswell
0,ramneetkb no i havent  one day i will
1,rgvgeek hahah  maybe u should leave more often then haha jk 
1,summer jam on sunday though i heard jayz might show up 
0,cant tell who is more anemic the nuggets or the fans 
0,whatthelillyyo we just missd each otha again i was at disney all day yesterday 
1,budjette yeah next time say hi to him from me heh heh 
0,freshctg lmao i see 
1,mslaurenlondon your true fans love you no matter what were happy if youre happycontrary to popular belief  love ya
0,im sad  sometimes doesnt hapened to you that you feal like a thing on your throat and you wanna cry soo badly well im like
0,mizzbananie oh no  im sorry pack your bags and come down here for awhilecome play at bendi with us all how wild would that be
1,foodiemcbody taking calcium also helps to keep everything strong and avoid injury hope this helps 
1,tshirtdart you get that nice sweet followed by a bit of a bite heaven i have that for lunch sometimes 
0,sushilicious not for long  
1,sleepy time perhaps oh and im not taking off my bracelet from skating tonight jsyk 
0,beside  trying to figure out where to put my vote tomorrow im trying not to loose my dream 
0,decided against columns tonight amp know i will miss a great time crazy day prior engagement 
1,heh they promised live party last e   games microsoft xbox any bets if they will deliver it this year
0,so i slept a bit this afternoon i was hoping i would wake up to rain  instead its a  degrees in my house 
1,lilahmcfly      
0,i want my followers back 
1,edward cullen mmmmm for the rest of my life  
1,scribblegurl thanx 
1,i know imall late but happy mothers day to all the mommys out thurr i spent mine wit my mommy and sister and nephew 
1,la multi ani unei twitteriste who could it be stay tuned 
0,libbys pool even though shes not there 
1,thomasfiss hahaha now ur gonna tweet i awoke to  the other night haha man the concerts here suck calis da place  be 
0,i was practicing amp this sudden wave of quotwhat am i doing with my lifequot washed over me im scared about moving 
1,is loving the new paramore songs 
0,notwithjesse i am the next one due out for a visit we have debt to pay off too tho  so dunno when ill get to but i am next
1,what i really like is waking up feeling like as though i just know its going to be a good day cause it usually will be 
0,sophie tells me lies  about willies and people breaking walls with their foreheads 
0,we just stood for the pledge for the last time and all the seniors recited it 
1,tommcfly progs 
1,too baaaaad for my best friend   she has summer work at school for weeks  i bet  that shes gonna hate physics even more than now 
1,jolope awwwwyou are the sweetest 
0,cannot wait ti wend  hopefully will be better then  bit of a headache so cannot knit 
0,sick  going back to bed  arghfhfgh
0,lntereshkow im hiding in my room in the dark too  
1,girlsavage maybe youre allergic to the sun 
1,i steered clean out of clumsiness and managed pretty well reversed turned and well pretty much all the basics suprised 
0,rip merlin i miss you my wee hairy pal  xxx 
1,madonnamike you did thanks  i got a lot of tweets to go thru that i missed while at work n ill b ur ho netime  lol
0,kicked ass in saigon museums went to s amp killing fields in pnom penh day visited  of angkor wats lost our aircon room tho 
1,paultelner yeah mine were good  
1,jodycb thats so higher education for you 
1,out by the pool florida tomorrow 
1,bowwow we are the quotfugazi patrolquot and our motto is quotif you see a clown point em outquot please let everyone know about us 
0,being lactose intolerant is like torture sometimes 
0,to hospital radio in a while  download some logging to listen to on long drive to norwich  next week hoping to blog today but no time 
0,twitter im bacc the berry died 
1,tomngo isnt life great 
0,helenjanerose yeah its too late now i couldnt get hold of anyone and then it started raining  im not actually a big fan of it actually
0,dam buggy double listing in the app store is hiding my game from view in the top  
0,damn my qa and alt button arent working too hotly on my freshly replaced bb 
1,hanging with one of my favs in texas  so sweet so fun
1,nathanfillion  come to holland while youre in the area ill do a free photoshoot in rotterdam too 
1,xomcflyandjb its okay  x
1,thisismish  yum im still at work and cant remember what  had to say  you
0,news storm tracker is messin up my show 
0,mathiasx theyre doing it wrong a guid should never change submit it as a bug 
0,got home at  todaybut explain to me why the f im wheezing breathing is hard 
0,vending machine just gave me  change in c pieces  livid    
0,scottmallinson rainycat thanks for the tips guess i have to endure being stuck in bed 
0,o statistics is really hard  i think i may just fail 
0,i am missing the replies of all the people i follow   still hoping ev changes his mind and brings back that option
1,dreaming of beer and books obviously its time for a vacation 
1,hey everybody  back again
0,still stuck at home with pneumonia  b back tommorow
1,since posting the  new photos on my website with the kids my hit count went upway way way up love to china for  views alone 
0,erinchu im with you eff this hot weather 
1,joined lovefilmcom  now cant think of any films i want to watch 
0,facebook still not working 
1,desmondmerapoh yeah i knowbutmoneykinda brokeso cant afford ithaha 
0,uniquelymo i got the text but the pic didnt go thru 
0,searching in vain for limp bizkit tickets for the north west 
0,madamemonroe i wanna be dowwwwnnn i wanna be dowwwn wit usinging harmoniously lik ol school brandybut im trapped in the this city 
1,tferthomas im glad u had a safe flight 
0,better hang up the washing 
1,scottziolko maybe pulp i guess but i may also forget them by the time i get to p 
0,ecctv if it makes you feel better i lost  overnight cause i posted a picture of a baby 
0,had to work longer than expected due to noshows my plans were ruined 
1,hi hally girl youre so great girl never change i miss you  never forget me byy see you after
0,fell bit yucky today me chest is bit wezzey  tuc me inhaler did nothing 
1,i thinki may justdie i just found a picture of our dear stardust pulling a sexywithready  thispixie boy yep 
1,at home taking my book out to read in the sun 
0,ive got a lot of homework to do but i prefer eating ice cream and doing nothing haha laryllan i miss u 
1,at work 
0,awake but barely i would so much rather be still snuggled up in bed with the kitty than getting ready for another annoying day of work 
1,ok yall im laying it down after this song lol lauryn hill  her best and bobi cant leave jus yet 
1,asot please world never stop trance as long as trance exists i can be happy  without would be my death
0,i so wish i could sleep right now 
0,oh crap tried a dress and the zippers stuck no salesperson to help pretty sandals cost quid no more money  maybe before i go
0,havent been  sleep yet   hours not used to this my eyes are nippy 
0,boxofchocolates good sunday morning to you too pretty lousy here as well 
0,flynaenae lmao i knooooo  this isnt good boo lol and im stil fit smh tryna graduate
1,followmyonanow hehehe  sana kmi rin 
0,drumtasticnick hmmm stop making me feel bad about my purchase  when am i gonna give you a thrashing on scene it eh
1,just at the docs for a blood test then off for a ride north up the coast with a tail wind 
1,indiblogger  hes so funny that it requires serious readership  n i am doing the job thanx btw 
0,orangecheebra im not either  i lost two of my all time favorite necklaces tt
1,cyberpenguin its been lovely weather in scotland whole days wout rain ampc which has been glorious  went to the beach and hill walking
1,johnchr twammers is nice  but these are often worthy tweets combined with dodgy sales links hence twolling tweet rolling
0,not sure why my ipod doesnt like me playing all about the mouse  apparently it doesnt like the awesomeness
1,smittnbybritain thanks  ill make sure my mom gets the hug     
1,laceysavage oh definitely  that is so sweet  
0,bbq again today will this weather continue i hope so bound to if we are back at school 
1,up late again after a night drinking with friends  now to get brunch and go sun myselfi feel this pattern will be my cyprus one
1,whitneyeve i love the colours you use 
0,tslkcdy if yo az waz home ud def b hea u need to hurry amari has gas hes been very cranky 
0,ericasmilezz can you go to mias friday pleaaaase  if not then i cant see you for another month
0,my headache is making me feel nauseous ugh i hate this feeling   
1,  like a ball sir 
0,catching up with work 
1,super mario birthday prep how do i want to make my sons super mario cake is the question for the day i like cookie layer cakes 
0,shoegirl awwww im a get to see lari more i miss her 
1,watching jonas for like the th time 
1,flexx this journalism place in town  im scared lmao i wont make friends
1,sirdrey thanks for the follow  im ur  wooohoo
0,the girls ofie ruby and esther arrived at my house ampwe didnt wantgothe service so we wanted to go to the movies but my dad said no 
0,and then there were three days left until graduation 
1,twitter is so gay 
0,had a great work out today worked on some legschest  and arms and backi hope i can get up in the morn for some more  tired
1,chose thats goodhow was the graduation i was dead to the world the other night my bad big head 
0,awake horrible sleep though 
0,i feel like crap 
0,work in  minutes wooo 
0,bgalbs  wish att would do that for me jerks attsucks
1,shopping done lawn cut now off to a bbq for the rest of today  weather is looking good 
0,stuck in the goddamned tube visiting family friends in the south west why oh why couldnt saffas have picked a central area to colonize 
1,webbtech have always been a huge fan of theirs 
0,wasnt too good 
1,lexdafunk ok keep bumpin that shiiiit lol hit me up if you change your mind im working until  
0,not really  i couldnt figure it out i think i may have killed it lol
0,rootedinstyle one here in mass looks like rain though 
0,lloydmoore its useless to argue with someone whos made up their mind already i certainly dont want you to go but i dont wanna fight 
1,very nice weather here in holland today 
1,kristenstewart   you both look amazing congrats on the awards last night 
1,xtofer  very cool congrats 
1,onmoneymaker thank you so much for the quote i really appreciate it 
1,about to leave for the airport  pennsylvania bound
1,ironeyes we did actually 
0,aww one of my best friends is in hospital  going to see her tonight xxxxx
1,candacecbure i didnt think anyone loved pinkberry more than me but you might be winning 
1,my girlfriend is amazinggg   she makes errrthing better  becca jean lewis iloveyou
1,new mommy bloopers post supermommy takes a shower  mommybloopersblogspotcom
1,dougpete lol i normally do try to avoid any crunchy things in the kid made breakfast todays was pretty good 
1,morning everyone      seeing insects later  hee hee
1,currently listening to quotfrom africaquot by northern lights  tired going to bed soon
0,mysmileizgoodd wat about me 
0,need to practice my poker skills  but still have some work to do 
1,huge thanks to the following tweeps for their wishes amp congratsderrenlitten ttribe mikewhorley cwinskill xobman kimw torida 
0, re rafeal nadal pulling out of wimbleton
1,summareign ewww yeawatch that  well you know to do the usualdrink some ginger ale amp eat a baked potato some bread saltines 
0,amyypee dude how can u look forward to itlittle kids are just effin hell 
1,qeekedupninja lol awwwwwwwh im lewis allllll daaaay 
1,mom mom all that plus baby too you are impressive 
1,garymurning yeah you remind me of some off the tele cant remeber who though 
0,why does everything go so slow when you need to get stuff done before bed 
0,travelbuzz cant visit a friend due to health and they wont even consider helping me  later an hr on my mobile and its sorted 
1,sims will happen tomorrow beauty sleep first 
1,brianohio i plan to  youll have a blast
1,goodmorning world 
1,studies done  house cleaned  food ready  im a happy woman now 
1,wtd and thinkc a job well done sleep tight tonight 
1,iremember when lloydyg was in that group ntoon 
0,phillygirl idk  things ok
0,tiphanyleanne it ok i reckon i mean he done moved on i reckon i should but i cant cuz im stuck on him  love sucks
1,aaaashley i had a dream about you last night that i must tell you  haha man i sound so sick
1,got a script  shoot a video according to kohlcass script will do it once i have a minute 
1,google goes pink today 
1,misslaceynicole no youre not you are virtualinvited to my th in two and a half weeks and i dont feel old 
0,watching katt williams haha so funny just got done with a full days worth of schoooool ahh and more to come tomorrow 
1,purplesparkle ummmfeb  i think i started trying to learn 
1,georgiagirl youre dumb  have fun at work ha
1,lamborghinibow thanks fo coming live bow we appreciate it    much luv from ya girl ebru p lt
0,making dinner for manuel why do i feel so down 
1,jdattis cara wants a brain book but doesnt want to come get it 
1,gabrielofsfpl good to hear god bless xoxo 
0,fossiloflife  i am a mortal indeed  
0,nickcarter if i was in la bu  i never went to the night wrote right but hehe
1,chillin 
0,missgrace im going to watch blood brothers with miss thomasdoesnt finish until about        think i might faint of exaustion
1,taylorswift greys anatomy  love 
1,rosiesackett o inooo  wait till i tell emily she dont know i dont think 
1,weetight doin ur bit for the animal kingdom or watevs  so i guess u dont go to maccas anymore
1,nailaj yeah yeah ill have to do that i must have my peach fuzz shirt 
1,couldnt be frakked going out tonight in the end im pretty happy with my purple ulduar hat though 
1,guess whos using twitter on there new itouch 
0,hectic monday 
0,happy fathers day wish i was in weirton to see my dad 
1,cupcakecartel what a small world  yummy cupcakes i looove red velvet ones have fun  the audition 
0,im wearing nail polish that doesnt peal off oh myyyyyy this makes me very angry 
1,had some delicious blueberry pancakes thanks to her lovely and very polite might i add group home boys  what a blessing  
1,tommcfly i went to starbucks earlier 
1,xsarahxox yeah but thats okay i still love ya like a sis nothing more lol 
0,scottlilwall cant  work 
1,got soo sunburnt 
1,mitchelmusso im at darien lake now lookin out for you hopefully youll be walking around so we can say hi 
0,jmtimages higuess you have known that we cannot log in flickr from china 
1,wendyros omgosh i have only just found ur repsonse thankyou amp sorry  late reply i am just re reading everything 
1,ninjen ah  looking out for dodgy people id do the same 
1,too cool  
0,its  am  i wanted to sleep more 
1,shanelapoint hey hunnie  how are u i miss talkin to u ty for the follow 
1,happy mothers day  
1,sherzzz ahhh ok ok im saving for that  no date from sm yet but hopefully when all this swine thing is over right ohhh so exciting
1,lamborghinibow me likey likey 
0,suziperry great race such a shame for rossi 
0,okim giving in and going to the doctor to get a shot for my poison oak i hate shots 
1,allsport hey im very well and you  
0,what little news ive recd from new insurance does not sound good for slp 
0,is still pretttttty sick  shoulda been more active to get beta haha
1,garrettmccord you can send the cookbook to me 
1,jonaskevin jonas today so excited 
1,kaotickonfuzion so glad someone i kno is out there  talk   
1,happy mothers day 
0,papa found out that i was car shopping 
0,on the way to dancingcrawling in traffic on the motorway 
